Region,SubRegion,Country,DrugGroup,DrugSubGroup,DrugName,Reference year,Kilograms,msCode
Africa,North Africa,Egypt,Opioids,Pharmaceutical opioids,Codeine,2021,0.03,EGY
Africa,North Africa,Egypt,Opioids,Pharmaceutical opioids,Tramadol,2021,,EGY
Africa,North Africa,Egypt,Sedatives and tranquillizers,GBL/GHB,Gamma-Hydroxybutyric acid (GHB),2021,,EGY
Africa,North Africa,Egypt,“Ecstasy”-type substances,“Ecstasy”-type substances,"3,4-methylenedioxymethamphetamine (MDMA)",2022,0.237,EGY
Africa,North Africa,Egypt,“Ecstasy”-type substances,"Reported total ""ecstasy""-type substances","Total ""ecstasy""-type substances (including the above, all other substances of this type and any unspecified/undistinguished quantities of substances of this type)",2022,2.222742,EGY
Africa,North Africa,Egypt,Amphetamine-type stimulants (excluding “ecstasy”),Amphetamine,"""Captagon""",2022,507.717,EGY
Africa,North Africa,Egypt,Amphetamine-type stimulants (excluding “ecstasy”),Amphetamine,Amphetamine,2022,610.511,EGY
Africa,North Africa,Egypt,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,Methamphetamine,2022,1041.41,EGY
Africa,North Africa,Egypt,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2022,368398.19,EGY
Africa,North Africa,Egypt,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,Cannabis plants,2022,,EGY
Africa,North Africa,Egypt,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2022,49791.35,EGY
Africa,North Africa,Egypt,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis seed,Cannabis seed,2022,851.04,EGY
Africa,North Africa,Egypt,Cocaine-type,Cocaine,"""Crack"" cocaine",2022,0.75,EGY
Africa,North Africa,Egypt,Cocaine-type,Cocaine,Cocaine hydrochloride,2022,7.3,EGY
Africa,North Africa,Egypt,Hallucinogens,LSD,Lysergic acid diethylamide (LSD),2022,0.000088,EGY
Africa,North Africa,Egypt,Opioids,Opiates,Heroin,2022,2999.8,EGY
Africa,North Africa,Egypt,Opioids,Opiates,Opium,2022,264.92,EGY
Africa,North Africa,Egypt,Opioids,Opiates,Poppy plants,2022,,EGY
Africa,North Africa,Egypt,Opioids,Pharmaceutical opioids,Tramadol,2022,1119.8116,EGY
Africa,North Africa,Egypt,Sedatives and tranquillizers,GBL/GHB,Gamma-Hydroxybutyric acid (GHB),2022,0.01,EGY
Africa,North Africa,Egypt,“Ecstasy”-type substances,“Ecstasy”-type substances,"3,4-methylenedioxymethamphetamine (MDMA)",2023,4.19,EGY
Africa,North Africa,Egypt,“Ecstasy”-type substances,"Reported total ""ecstasy""-type substances","Total ""ecstasy""-type substances (including the above, all other substances of this type and any unspecified/undistinguished quantities of substances of this type)",2023,2.24117,EGY
Africa,North Africa,Egypt,Amphetamine-type stimulants (excluding “ecstasy”),Amphetamine,"""Captagon""",2023,1955.55475,EGY
Africa,North Africa,Egypt,Amphetamine-type stimulants (excluding “ecstasy”),Amphetamine,Amphetamine,2023,3.52,EGY
Africa,North Africa,Egypt,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,Methamphetamine,2023,1824.5,EGY
Africa,North Africa,Egypt,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2023,239527.97,EGY
Africa,North Africa,Egypt,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis oil,Cannabis oil,2023,11724.15,EGY
Africa,North Africa,Egypt,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,Cannabis plants,2023,,EGY
Africa,North Africa,Egypt,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2023,191046.14,EGY
Africa,North Africa,Egypt,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis seed,Cannabis seed,2023,17615.67,EGY
Africa,North Africa,Egypt,Cocaine-type,Cocaine,Cocaine hydrochloride,2023,20.04,EGY
Africa,North Africa,Egypt,Hallucinogens,LSD,Lysergic acid diethylamide (LSD),2023,0.00002555,EGY
Africa,North Africa,Egypt,Opioids,Opiates,Heroin,2023,6604.91,EGY
Africa,North Africa,Egypt,Opioids,Opiates,Opium,2023,537.09,EGY
Africa,North Africa,Egypt,Opioids,Opiates,Poppy plants,2023,,EGY
Africa,North Africa,Egypt,Opioids,Pharmaceutical opioids,Codeine,2023,0.103,EGY
Africa,North Africa,Egypt,Opioids,Pharmaceutical opioids,Tramadol,2023,146.6329,EGY
Africa,North Africa,Egypt,“Ecstasy”-type substances,“Ecstasy”-type substances,"3,4-methylenedioxymethamphetamine (MDMA)",2019,0,EGY
Africa,North Africa,Egypt,“Ecstasy”-type substances,“Ecstasy”-type substances,"Total ""ecstasy""-type substances (including the above, all other substances of this type and any unspecified/undistinguished quantities of substances of this type)",2019,7,EGY
Africa,North Africa,Egypt,Amphetamine-type stimulants (excluding “ecstasy”),Amphetamine,"""Captagon""",2019,8729,EGY
Africa,North Africa,Egypt,Amphetamine-type stimulants (excluding “ecstasy”),Amphetamine,Amphetamine,2019,0,EGY
Africa,North Africa,Egypt,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,Methamphetamine,2019,263,EGY
Africa,North Africa,Egypt,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,Methamphetamine,2019,0,EGY
Africa,North Africa,Egypt,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2019,62097,EGY
Africa,North Africa,Egypt,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,Cannabis plants,2019,0,EGY
Africa,North Africa,Egypt,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,Cannabis plants,2019,101,EGY
Africa,North Africa,Egypt,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2019,35928,EGY
Africa,North Africa,Egypt,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis seed,Cannabis seed,2019,2830,EGY
Africa,North Africa,Egypt,Cocaine-type,Cocaine,Cocaine hydrochloride,2019,25,EGY
Africa,North Africa,Egypt,Hallucinogens,LSD,Lysergic acid diethylamide (LSD),2019,0,EGY
Africa,North Africa,Egypt,NPS,Synthetic cannabinoids (Spice),Synthetic cannabinoids (“Spice”),2019,657,EGY
Africa,North Africa,Egypt,NPS,Synthetic cannabinoids (Spice),Synthetic cannabinoids (“Spice”),2019,171,EGY
Africa,North Africa,Egypt,Opioids,Opiates,Heroin,2019,3194,EGY
Africa,North Africa,Egypt,Opioids,Opiates,Opium,2019,188,EGY
Africa,North Africa,Egypt,Opioids,Opiates,Poppy plants,2019,0,EGY
Africa,North Africa,Egypt,Opioids,Pharmaceutical opioids,Tramadol,2019,596,EGY
Africa,North Africa,Egypt,Sedatives and tranquillizers,Other sedatives and tranquillizers,Other sedatives and tranquillizers,2019,0,EGY
Africa,North Africa,Libya,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2020,5163.219011,LBY
Africa,North Africa,Libya,Cocaine-type,Cocaine,Cocaine hydrochloride,2020,3.786962,LBY
Africa,North Africa,Libya,Opioids,Opiates,Heroin,2020,0.173002,LBY
Africa,North Africa,Libya,Opioids,Pharmaceutical opioids,Pharmaceutical opioids,2020,86.701025,LBY
Africa,North Africa,Libya,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2021,7694.844138,LBY
Africa,North Africa,Libya,Cocaine-type,Cocaine,Cocaine hydrochloride,2021,7.80192,LBY
Africa,North Africa,Libya,Opioids,Opiates,Heroin,2021,0.0163,LBY
Africa,North Africa,Libya,Opioids,Pharmaceutical opioids,Pharmaceutical opioids,2021,15.2393125,LBY
Africa,North Africa,Libya,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2019,2467,LBY
Africa,North Africa,Libya,Cocaine-type,Cocaine,Cocaine hydrochloride,2019,44,LBY
Africa,North Africa,Libya,Opioids,Opiates,Heroin,2019,2,LBY
Africa,North Africa,Libya,Opioids,Pharmaceutical opioids,Tramadol,2019,43,LBY
Africa,North Africa,Morocco,“Ecstasy”-type substances,"Reported total ""ecstasy""-type substances","Total ""ecstasy""-type substances (including the above, all other substances of this type and any unspecified/undistinguished quantities of substances of this type)",2020,51.53336,MAR
Africa,North Africa,Morocco,Any other drugs/substances,Other miscellaneous,Other drugs/substances,2020,0,MAR
Africa,North Africa,Morocco,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2020,256640,MAR
Africa,North Africa,Morocco,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2020,450830,MAR
Africa,North Africa,Morocco,Cocaine-type,Cocaine,Cocaine hydrochloride,2020,136.36,MAR
Africa,North Africa,Morocco,Opioids,Opiates,Heroin,2020,8.24,MAR
Africa,North Africa,Morocco,Sedatives and tranquillizers,Benzodiazepines,Benzodiazepines,2020,3.78656,MAR
Africa,North Africa,Morocco,“Ecstasy”-type substances,“Ecstasy”-type substances,"3,4-methylenedioxymethamphetamine (MDMA)",2021,15.255674,MAR
Africa,North Africa,Morocco,Any other drugs/substances,Other miscellaneous,Other drugs/substances,2021,0,MAR
Africa,North Africa,Morocco,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2021,328135,MAR
Africa,North Africa,Morocco,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2021,511566,MAR
Africa,North Africa,Morocco,Cocaine-type,Cocaine,Cocaine hydrochloride,2021,1807.242,MAR
Africa,North Africa,Morocco,Opioids,Opiates,Heroin,2021,3.22846,MAR
Africa,North Africa,Morocco,Opioids,Pharmaceutical opioids,Tramadol,2021,24.5,MAR
Africa,North Africa,Morocco,Sedatives and tranquillizers,Benzodiazepines,Benzodiazepines,2021,9.82857,MAR
Africa,North Africa,Morocco,“Ecstasy”-type substances,“Ecstasy”-type substances,"3,4-methylenedioxymethamphetamine (MDMA)",2022,26.250686,MAR
Africa,North Africa,Morocco,Amphetamine-type stimulants (excluding “ecstasy”),Amphetamine,"""Captagon""",2022,504.625,MAR
Africa,North Africa,Morocco,Any other drugs/substances,Other miscellaneous,Other drugs/substances,2022,0,MAR
Africa,North Africa,Morocco,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2022,209974,MAR
Africa,North Africa,Morocco,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2022,300965,MAR
Africa,North Africa,Morocco,Cocaine-type,Cocaine,Cocaine hydrochloride,2022,257.21,MAR
Africa,North Africa,Morocco,Opioids,Opiates,Heroin,2022,2.862353,MAR
Africa,North Africa,Morocco,Sedatives and tranquillizers,Benzodiazepines,Benzodiazepines,2022,6.64948,MAR
Africa,North Africa,Morocco,“Ecstasy”-type substances,"Reported total ""ecstasy""-type substances","Total ""ecstasy""-type substances (including the above, all other substances of this type and any unspecified/undistinguished quantities of substances of this type)",2023,93.91234,MAR
Africa,North Africa,Morocco,Any other drugs/substances,Other miscellaneous,Other drugs/substances,2023,0,MAR
Africa,North Africa,Morocco,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2023,315391,MAR
Africa,North Africa,Morocco,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2023,168966,MAR
Africa,North Africa,Morocco,Cocaine-type,Cocaine,Cocaine hydrochloride,2023,1775.768,MAR
Africa,North Africa,Morocco,Opioids,Opiates,Heroin,2023,7.217,MAR
Africa,North Africa,Morocco,Sedatives and tranquillizers,Benzodiazepines,Benzodiazepines,2023,11.20937,MAR
Africa,North Africa,Morocco,“Ecstasy”-type substances,“Ecstasy”-type substances,"Total ""ecstasy""-type substances (including the above, all other substances of this type and any unspecified/undistinguished quantities of substances of this type)",2019,280,MAR
Africa,North Africa,Morocco,Any other drugs/substances,Other miscellaneous,Psychotropic substances,2019,0,MAR
Africa,North Africa,Morocco,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2019,295879,MAR
Africa,North Africa,Morocco,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2019,320926,MAR
Africa,North Africa,Morocco,Cocaine-type,Cocaine,Cocaine hydrochloride,2019,1462,MAR
Africa,North Africa,Morocco,Opioids,Opiates,Heroin,2019,7,MAR
Africa,North Africa,Morocco,Sedatives and tranquillizers,Benzodiazepines,Benzodiazepines,2019,5,MAR
Africa,North Africa,Tunisia,“Ecstasy”-type substances,"Reported total ""ecstasy""-type substances","Total ""ecstasy""-type substances (including the above, all other substances of this type and any unspecified/undistinguished quantities of substances of this type)",2021,42.832634,TUN
Africa,North Africa,Tunisia,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),Cannabis herb (marijuana),2021,0.77873,TUN
Africa,North Africa,Tunisia,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,Cannabis plants,2021,30.2,TUN
Africa,North Africa,Tunisia,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2021,611.685,TUN
Africa,North Africa,Tunisia,Cocaine-type,Cocaine,Cocaine hydrochloride,2021,23.859,TUN
Africa,North Africa,Tunisia,Hallucinogens,Reported total hallucinogens,"Total hallucinogens (including the above, all other hallucinogens, and any unspecified/undistinguished quantities of hallucinogens)",2021,0.0006,TUN
Africa,North Africa,Tunisia,Opioids,Opiates,Heroin,2021,6.172,TUN
Africa,North Africa,Tunisia,Opioids,Pharmaceutical opioids,Buprenorphine,2021,0.39885,TUN
Africa,North Africa,Tunisia,Sedatives and tranquillizers,Reported total sedatives and tranquillizers,"Total sedatives and tranquillizers (including the above, all other sedatives and tranquillizers, and any unspecified/undistinguished quantities of sedatives and tranquillizers)",2021,2.65027,TUN
Africa,North Africa,Tunisia,“Ecstasy”-type substances,“Ecstasy”-type substances,"3,4-methylenedioxymethamphetamine (MDMA)",2020,57.376933,TUN
Africa,North Africa,Tunisia,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2020,431.966,TUN
Africa,North Africa,Tunisia,Cocaine-type,Cocaine,Cocaine hydrochloride,2020,96.60488,TUN
Africa,North Africa,Tunisia,Hallucinogens,Reported total hallucinogens,"Total hallucinogens (including the above, all other hallucinogens, and any unspecified/undistinguished quantities of hallucinogens)",2020,0.0008,TUN
Africa,North Africa,Tunisia,Opioids,Opiates,Heroin,2020,11.58269,TUN
Africa,North Africa,Tunisia,Opioids,Pharmaceutical opioids,Buprenorphine,2020,0.4,TUN
Africa,North Africa,Tunisia,Opioids,Pharmaceutical opioids,Buprenorphine,2020,0.9802,TUN
Africa,North Africa,Tunisia,Sedatives and tranquillizers,Reported total sedatives and tranquillizers,"Total sedatives and tranquillizers (including the above, all other sedatives and tranquillizers, and any unspecified/undistinguished quantities of sedatives and tranquillizers)",2020,11.34326,TUN
Africa,North Africa,Tunisia,“Ecstasy”-type substances,"Reported total ""ecstasy""-type substances","Total ""ecstasy""-type substances (including the above, all other substances of this type and any unspecified/undistinguished quantities of substances of this type)",2023,0.00424,TUN
Africa,North Africa,Tunisia,“Ecstasy”-type substances,"Reported total ""ecstasy""-type substances","Total ""ecstasy""-type substances (including the above, all other substances of this type and any unspecified/undistinguished quantities of substances of this type)",2023,112.482073,TUN
Africa,North Africa,Tunisia,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,Cannabis plants,2023,30.2,TUN
Africa,North Africa,Tunisia,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2023,1003.321,TUN
Africa,North Africa,Tunisia,Cocaine-type,Cocaine,Cocaine hydrochloride,2023,140.021946,TUN
Africa,North Africa,Tunisia,Hallucinogens,Reported total hallucinogens,"Total hallucinogens (including the above, all other hallucinogens, and any unspecified/undistinguished quantities of hallucinogens)",2023,0.0421,TUN
Africa,North Africa,Tunisia,Opioids,Opiates,Heroin,2023,3.96273,TUN
Africa,North Africa,Tunisia,Opioids,Opiates,Poppy plants,2023,1.6,TUN
Africa,North Africa,Tunisia,Opioids,Pharmaceutical opioids,Buprenorphine,2023,0.02875,TUN
Africa,North Africa,Tunisia,Sedatives and tranquillizers,Reported total sedatives and tranquillizers,"Total sedatives and tranquillizers (including the above, all other sedatives and tranquillizers, and any unspecified/undistinguished quantities of sedatives and tranquillizers)",2023,11.04555,TUN
Africa,North Africa,Tunisia,“Ecstasy”-type substances,“Ecstasy”-type substances,"Total ""ecstasy""-type substances (including the above, all other substances of this type and any unspecified/undistinguished quantities of substances of this type)",2019,48,TUN
Africa,North Africa,Tunisia,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),Cannabis resin (hashish),2019,2042,TUN
Africa,North Africa,Tunisia,Cocaine-type,Cocaine,Cocaine hydrochloride,2019,9,TUN
Africa,North Africa,Tunisia,Hallucinogens,Non-specified hallucinogens,Non-specified hallucinogens,2019,0,TUN
